C2_NM,DT,PRD_DE,C1_NM,ITM_NM
충북,18,2024,말기질환으로 귀가,응급진료결과 현황
충남,68,2016,말기질환으로 귀가,응급진료결과 현황
충남,53,2017,말기질환으로 귀가,응급진료결과 현황
충남,20,2018,말기질환으로 귀가,응급진료결과 현황
충남,11,2019,말기질환으로 귀가,응급진료결과 현황
충남,6,2020,말기질환으로 귀가,응급진료결과 현황
충남,6,2021,말기질환으로 귀가,응급진료결과 현황
충남,7,2022,말기질환으로 귀가,응급진료결과 현황
충남,13,2023,말기질환으로 귀가,응급진료결과 현황
충남,19,2024,말기질환으로 귀가,응급진료결과 현황
전북,208,2016,말기질환으로 귀가,응급진료결과 현황
전북,241,2017,말기질환으로 귀가,응급진료결과 현황
전북,294,2018,말기질환으로 귀가,응급진료결과 현황
전북,315,2019,말기질환으로 귀가,응급진료결과 현황
전북,234,2020,말기질환으로 귀가,응급진료결과 현황
전북,256,2021,말기질환으로 귀가,응급진료결과 현황
전북,210,2022,말기질환으로 귀가,응급진료결과 현황
전북,164,2023,말기질환으로 귀가,응급진료결과 현황
전북,185,2024,말기질환으로 귀가,응급진료결과 현황
전남,65,2016,말기질환으로 귀가,응급진료결과 현황
전남,47,2017,말기질환으로 귀가,응급진료결과 현황
전남,58,2018,말기질환으로 귀가,응급진료결과 현황
전남,67,2019,말기질환으로 귀가,응급진료결과 현황
전남,54,2020,말기질환으로 귀가,응급진료결과 현황
전남,41,2021,말기질환으로 귀가,응급진료결과 현황
전남,22,2022,말기질환으로 귀가,응급진료결과 현황
전남,21,2023,말기질환으로 귀가,응급진료결과 현황
전남,13,2024,말기질환으로 귀가,응급진료결과 현황
경북,25,2016,말기질환으로 귀가,응급진료결과 현황
경북,27,2017,말기질환으로 귀가,응급진료결과 현황
경북,23,2018,말기질환으로 귀가,응급진료결과 현황
경북,31,2019,말기질환으로 귀가,응급진료결과 현황
경북,9,2020,말기질환으로 귀가,응급진료결과 현황
경북,15,2021,말기질환으로 귀가,응급진료결과 현황
경북,8,2022,말기질환으로 귀가,응급진료결과 현황
경북,16,2023,말기질환으로 귀가,응급진료결과 현황
경북,9,2024,말기질환으로 귀가,응급진료결과 현황
경남,80,2016,말기질환으로 귀가,응급진료결과 현황
경남,83,2017,말기질환으로 귀가,응급진료결과 현황
경남,102,2018,말기질환으로 귀가,응급진료결과 현황
경남,41,2019,말기질환으로 귀가,응급진료결과 현황
경남,27,2020,말기질환으로 귀가,응급진료결과 현황
경남,19,2021,말기질환으로 귀가,응급진료결과 현황
경남,23,2022,말기질환으로 귀가,응급진료결과 현황
경남,19,2023,말기질환으로 귀가,응급진료결과 현황
경남,89,2024,말기질환으로 귀가,응급진료결과 현황
제주,292,2016,말기질환으로 귀가,응급진료결과 현황
제주,258,2017,말기질환으로 귀가,응급진료결과 현황
제주,397,2018,말기질환으로 귀가,응급진료결과 현황
제주,181,2019,말기질환으로 귀가,응급진료결과 현황
제주,57,2020,말기질환으로 귀가,응급진료결과 현황
제주,54,2021,말기질환으로 귀가,응급진료결과 현황
제주,26,2022,말기질환으로 귀가,응급진료결과 현황
제주,35,2023,말기질환으로 귀가,응급진료결과 현황
제주,21,2024,말기질환으로 귀가,응급진료결과 현황
전체,639,2016,가망없는 퇴실,응급진료결과 현황
전체,626,2017,가망없는 퇴실,응급진료결과 현황
전체,600,2018,가망없는 퇴실,응급진료결과 현황
전체,553,2019,가망없는 퇴실,응급진료결과 현황
전체,555,2020,가망없는 퇴실,응급진료결과 현황
전체,506,2021,가망없는 퇴실,응급진료결과 현황
전체,478,2022,가망없는 퇴실,응급진료결과 현황
전체,395,2023,가망없는 퇴실,응급진료결과 현황
전체,319,2024,가망없는 퇴실,응급진료결과 현황
서울,116,2016,가망없는 퇴실,응급진료결과 현황
서울,102,2017,가망없는 퇴실,응급진료결과 현황
서울,131,2018,가망없는 퇴실,응급진료결과 현황
서울,97,2019,가망없는 퇴실,응급진료결과 현황
서울,58,2020,가망없는 퇴실,응급진료결과 현황
서울,61,2021,가망없는 퇴실,응급진료결과 현황
서울,61,2022,가망없는 퇴실,응급진료결과 현황
서울,53,2023,가망없는 퇴실,응급진료결과 현황
서울,53,2024,가망없는 퇴실,응급진료결과 현황
부산,7,2016,가망없는 퇴실,응급진료결과 현황
부산,8,2017,가망없는 퇴실,응급진료결과 현황
부산,9,2018,가망없는 퇴실,응급진료결과 현황
부산,11,2019,가망없는 퇴실,응급진료결과 현황
부산,5,2020,가망없는 퇴실,응급진료결과 현황
부산,8,2021,가망없는 퇴실,응급진료결과 현황
부산,6,2022,가망없는 퇴실,응급진료결과 현황
부산,6,2023,가망없는 퇴실,응급진료결과 현황
부산,5,2024,가망없는 퇴실,응급진료결과 현황
대구,52,2016,가망없는 퇴실,응급진료결과 현황
대구,29,2017,가망없는 퇴실,응급진료결과 현황
대구,13,2018,가망없는 퇴실,응급진료결과 현황
대구,19,2019,가망없는 퇴실,응급진료결과 현황
대구,20,2020,가망없는 퇴실,응급진료결과 현황
대구,15,2021,가망없는 퇴실,응급진료결과 현황
대구,23,2022,가망없는 퇴실,응급진료결과 현황
대구,17,2023,가망없는 퇴실,응급진료결과 현황
대구,4,2024,가망없는 퇴실,응급진료결과 현황
인천,6,2016,가망없는 퇴실,응급진료결과 현황
인천,1,2017,가망없는 퇴실,응급진료결과 현황
인천,6,2018,가망없는 퇴실,응급진료결과 현황
인천,5,2019,가망없는 퇴실,응급진료결과 현황
인천,6,2020,가망없는 퇴실,응급진료결과 현황
인천,-,2021,가망없는 퇴실,응급진료결과 현황
인천,8,2022,가망없는 퇴실,응급진료결과 현황
인천,4,2023,가망없는 퇴실,응급진료결과 현황
인천,6,2024,가망없는 퇴실,응급진료결과 현황
광주,166,2016,가망없는 퇴실,응급진료결과 현황
광주,179,2017,가망없는 퇴실,응급진료결과 현황
광주,213,2018,가망없는 퇴실,응급진료결과 현황
광주,221,2019,가망없는 퇴실,응급진료결과 현황
광주,236,2020,가망없는 퇴실,응급진료결과 현황
광주,191,2021,가망없는 퇴실,응급진료결과 현황
광주,118,2022,가망없는 퇴실,응급진료결과 현황
광주,105,2023,가망없는 퇴실,응급진료결과 현황
광주,51,2024,가망없는 퇴실,응급진료결과 현황
대전,14,2016,가망없는 퇴실,응급진료결과 현황
대전,18,2017,가망없는 퇴실,응급진료결과 현황
대전,18,2018,가망없는 퇴실,응급진료결과 현황
대전,5,2019,가망없는 퇴실,응급진료결과 현황
대전,19,2020,가망없는 퇴실,응급진료결과 현황
대전,25,2021,가망없는 퇴실,응급진료결과 현황
대전,22,2022,가망없는 퇴실,응급진료결과 현황
대전,32,2023,가망없는 퇴실,응급진료결과 현황
대전,33,2024,가망없는 퇴실,응급진료결과 현황
울산,-,2016,가망없는 퇴실,응급진료결과 현황
울산,1,2017,가망없는 퇴실,응급진료결과 현황
울산,-,2018,가망없는 퇴실,응급진료결과 현황
울산,2,2019,가망없는 퇴실,응급진료결과 현황
울산,1,2020,가망없는 퇴실,응급진료결과 현황
울산,3,2021,가망없는 퇴실,응급진료결과 현황
울산,1,2022,가망없는 퇴실,응급진료결과 현황
울산,1,2023,가망없는 퇴실,응급진료결과 현황
울산,1,2024,가망없는 퇴실,응급진료결과 현황
세종,1,2020,가망없는 퇴실,응급진료결과 현황
세종,-,2021,가망없는 퇴실,응급진료결과 현황
세종,3,2022,가망없는 퇴실,응급진료결과 현황
세종,3,2023,가망없는 퇴실,응급진료결과 현황
세종,3,2024,가망없는 퇴실,응급진료결과 현황
경기,35,2016,가망없는 퇴실,응급진료결과 현황
경기,46,2017,가망없는 퇴실,응급진료결과 현황
경기,41,2018,가망없는 퇴실,응급진료결과 현황
경기,32,2019,가망없는 퇴실,응급진료결과 현황
경기,58,2020,가망없는 퇴실,응급진료결과 현황
경기,64,2021,가망없는 퇴실,응급진료결과 현황
경기,62,2022,가망없는 퇴실,응급진료결과 현황
경기,54,2023,가망없는 퇴실,응급진료결과 현황
경기,48,2024,가망없는 퇴실,응급진료결과 현황
강원,31,2016,가망없는 퇴실,응급진료결과 현황
강원,34,2017,가망없는 퇴실,응급진료결과 현황
강원,18,2018,가망없는 퇴실,응급진료결과 현황
강원,8,2019,가망없는 퇴실,응급진료결과 현황
강원,10,2020,가망없는 퇴실,응급진료결과 현황
강원,8,2021,가망없는 퇴실,응급진료결과 현황
강원,23,2022,가망없는 퇴실,응급진료결과 현황
강원,8,2023,가망없는 퇴실,응급진료결과 현황
강원,10,2024,가망없는 퇴실,응급진료결과 현황
충북,3,2016,가망없는 퇴실,응급진료결과 현황
충북,1,2017,가망없는 퇴실,응급진료결과 현황
충북,2,2018,가망없는 퇴실,응급진료결과 현황
충북,2,2019,가망없는 퇴실,응급진료결과 현황
충북,2,2020,가망없는 퇴실,응급진료결과 현황
충북,6,2021,가망없는 퇴실,응급진료결과 현황
충북,9,2022,가망없는 퇴실,응급진료결과 현황
충북,11,2023,가망없는 퇴실,응급진료결과 현황
충북,4,2024,가망없는 퇴실,응급진료결과 현황
충남,3,2016,가망없는 퇴실,응급진료결과 현황
충남,25,2017,가망없는 퇴실,응급진료결과 현황
충남,12,2018,가망없는 퇴실,응급진료결과 현황
충남,5,2019,가망없는 퇴실,응급진료결과 현황
충남,13,2020,가망없는 퇴실,응급진료결과 현황
충남,38,2021,가망없는 퇴실,응급진료결과 현황
충남,35,2022,가망없는 퇴실,응급진료결과 현황
충남,21,2023,가망없는 퇴실,응급진료결과 현황
충남,20,2024,가망없는 퇴실,응급진료결과 현황
전북,28,2016,가망없는 퇴실,응급진료결과 현황
전북,50,2017,가망없는 퇴실,응급진료결과 현황
전북,37,2018,가망없는 퇴실,응급진료결과 현황
전북,40,2019,가망없는 퇴실,응급진료결과 현황
전북,33,2020,가망없는 퇴실,응급진료결과 현황
전북,37,2021,가망없는 퇴실,응급진료결과 현황
전북,60,2022,가망없는 퇴실,응급진료결과 현황
전북,48,2023,가망없는 퇴실,응급진료결과 현황
전북,47,2024,가망없는 퇴실,응급진료결과 현황
전남,35,2016,가망없는 퇴실,응급진료결과 현황
전남,57,2017,가망없는 퇴실,응급진료결과 현황
전남,42,2018,가망없는 퇴실,응급진료결과 현황
전남,67,2019,가망없는 퇴실,응급진료결과 현황
전남,60,2020,가망없는 퇴실,응급진료결과 현황
전남,29,2021,가망없는 퇴실,응급진료결과 현황
전남,29,2022,가망없는 퇴실,응급진료결과 현황
전남,19,2023,가망없는 퇴실,응급진료결과 현황
전남,22,2024,가망없는 퇴실,응급진료결과 현황
경북,37,2016,가망없는 퇴실,응급진료결과 현황
경북,10,2017,가망없는 퇴실,응급진료결과 현황
경북,10,2018,가망없는 퇴실,응급진료결과 현황
경북,11,2019,가망없는 퇴실,응급진료결과 현황
경북,3,2020,가망없는 퇴실,응급진료결과 현황
경북,4,2021,가망없는 퇴실,응급진료결과 현황
경북,5,2022,가망없는 퇴실,응급진료결과 현황
경북,4,2023,가망없는 퇴실,응급진료결과 현황
경북,4,2024,가망없는 퇴실,응급진료결과 현황
경남,99,2016,가망없는 퇴실,응급진료결과 현황
경남,61,2017,가망없는 퇴실,응급진료결과 현황
경남,46,2018,가망없는 퇴실,응급진료결과 현황
경남,26,2019,가망없는 퇴실,응급진료결과 현황
경남,23,2020,가망없는 퇴실,응급진료결과 현황
